(3571,425)
(516,150)
(366,4821)
(4141,2123)
(4321,2993)
(51,1632)
(3643,5000)
(3472,688)
(2272,4835)
(327,1917)
(4313,2701)
(1918,1304)
(1792,2922)
(4459,311)
(1298,3582)
(1277,2476)
(2092,1871)
(3277,5000)
(1995,1938)
(3149,5000)
(2540,1472)
(2206,4107)
(2432,1646)
(3657,976)
(329,4070)
(3297,2390)
(2754,2865)
(1997,2657)
(99,346)
(3994,746)
(1299,1309)
(4784,84)
(2277,1664)
(286,2279)
(471,3493)
(591,3558)
(733,3907)
(4434,2078)
(127,4622)
(3293,123)
(2575,1829)
(2012,1608)
(760,3609)
(3924,3790)
(10,3296)
(4003,821)
(4295,2390)
(4740,562)
(4472,2962)
(2982,3923)
(234,3391)
(3878,2223)
(461,135)
(710,2862)
(2284,2309)
(2392,1842)
(3513,2475)
(3960,2642)
(1291,225)
(389,1585)
(4196,411)
(22,1562)
(637,2589)
(1994,2038)
(3150,2665)
(3556,1138)
(4554,240)
(2858,2264)
(2162,1514)
(3288,4477)
(3649,4456)
(2621,2967)
(1175,3409)
(1268,1422)
(643,3585)
(341,4940)
(2042,1984)
(428,1381)
(521,3595)
(2119,1938)
(140,870)
(282,3434)
(3874,4816)
(627,2651)
(1866,1879)
(1600,3571)
(4360,1942)
(2763,2511)
(1967,2052)
(118,3568)
(3096,2805)
(4482,2955)
(4093,1719)
(2236,2068)
(1771,19)
(810,4182)
(1094,3712)
(125,1635)
(25,4666)
(2499,3875)
(1321,3839)
(3698,937)
(0,3037)
(1161,854)
(3694,0)
(3783,981)
(257,3336)
(3357,2041)
(458,882)
(1996,1655)
(4425,1387)
(3361,4900)
(178,3982)
(2664,1067)
(3219,1060)
(4287,635)
(3538,1944)
(0,3279)
(3924,704)
(503,2587)
(2956,3925)
(4198,2633)
(1489,3557)
(4472,3138)
(2173,1220)
(3940,833)
(316,2882)
(3074,655)
(264,2426)
(569,4230)
(113,2001)
(3346,2245)
(2002,2506)
(4288,2684)
(3641,3102)
(2715,3876)
(4783,411)
(2300,1382)
(2965,3758)
(3288,2425)
(0,2245)
(2897,2311)
(2069,1634)
(365,4292)
(346,1835)
(0,1427)
(2128,1985)
(505,1828)
(171,4692)
(3891,890)
(1467,3636)
(3912,949)
(1162,3525)
(3,5000)
(3465,2071)
(838,1371)
(309,3471)
(3434,2492)
(932,4416)
(407,4531)
(1698,1182)
(390,3840)
(510,2185)
(295,5000)
(3261,4937)
(0,2608)
(4536,3004)
(601,3242)
(483,2432)
(2005,1460)
(1883,302)
(3178,2256)
(236,4662)
(755,3012)
(817,1675)
(3352,4543)
(4315,2604)
(3970,391)
(695,2328)
(4662,2833)
(2815,4954)
(1795,431)
(3035,4728)
(2743,2341)
(771,1276)
(2976,2283)
(2349,4107)
(3455,1988)
(2555,1997)
(207,1584)
(4388,2314)
(3870,2388)
(863,1107)
(4294,1632)
(2551,2413)
(3879,1161)
(2626,3984)
(2557,4113)
(4525,2733)
(2138,1951)
(367,418)
(2994,3104)
(3880,982)
(105,2633)
(3477,1760)
(949,3217)
(4317,2905)
(1118,3440)
(3365,243)
(553,3402)
(3771,2099)
(3111,2992)
(0,2408)
(2646,2892)
(648,3117)
(0,3347)
(3267,2192)
(3560,4925)
(3768,3642)
(2771,3947)
(1379,3457)
(2070,2853)
(684,4100)
(2580,3598)
(362,1605)
(2946,3655)
(568,3925)
(3833,2172)
(218,1560)
(271,669)
(610,889)
(4610,3032)
(4063,2405)
(3113,5000)
(951,3582)
(4196,1702)
(2802,2600)
(3434,4533)
(2040,1230)
(4080,2695)
(0,1495)
(3501,4708)
(3076,3778)
(3146,2265)
(324,3541)
(630,2830)
(819,3749)
(774,4006)
(2102,4215)
(3929,4633)
(0,1616)
(1080,2248)
(796,4704)
(837,2261)
(697,1958)
(425,1499)
(0,2555)
(755,3885)
(479,3950)
(44,2332)
(3397,4893)
(2601,2744)
(861,2739)
(3675,1841)
(3064,1916)
(4578,3069)
(1845,1125)
(3739,4714)
(493,2959)
(0,2797)
(617,3897)
(2748,2740)
(2356,1721)
(0,1750)
(1502,4061)
(526,3257)
(540,940)
(3747,0)
(3585,2153)
(3971,2899)
(2788,3980)
(4264,906)
(407,3686)
(3854,3896)
(3911,0)
(306,2062)
(3721,105)
(2604,1540)
(198,4680)
(1860,1796)
(2444,4412)
(2838,1599)
(835,992)
(332,600)
(3287,2630)
(1084,3618)
(368,1233)
(4068,1623)
(4493,3078)
(752,1344)
(95,1074)
(4427,2495)
(740,3993)
(511,723)
(192,2404)
(2735,2238)
(102,3413)
(1237,3873)
(2995,1680)
(4039,898)
(799,3876)
(3479,1995)
(2280,1442)
(773,3860)
(4082,487)
(3985,554)
(4502,3032)
(773,2813)
(396,4812)
(2939,4646)
(3567,1963)
(547,2995)
(3253,1544)
(2026,1158)
(2164,1351)
(348,5000)
(2036,4320)
(2715,3073)
(0,2489)
(779,4176)
(2766,4021)
(1358,2540)
(0,1671)
(2242,345)
(2077,1998)
(3832,325)
(492,2133)
(3264,218)
(4265,557)
(757,3720)
(242,3311)
(2002,1945)
(2210,2648)
(916,1269)
(2994,515)
(0,2731)
(4752,537)
(1696,1646)
